year,subject,topic,exam,exercise,exercise_type
2007,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción B,grado de disociación (pregunta)
2007,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,principio de LeChatelier
2007,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,presiones parciales
2007,quimica,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción A,equilibrio heterogéneo
2007,quimica,equilibrio_quimico,Reserva 4,Ejercicio 3 Opción A,principio de LeChatelier
2007,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,equilibrio heterogéneo
2007,quimica,equilibrio_quimico,Septiembre,Ejercicio 3 Opcion A,cálculo de las constantes Kc y Kp
2007,quimica,equilibrio_quimico,Septiembre,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2006,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción A,cálculo de las constantes Kc y Kp
2006,quimica,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2006,quimica,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2006,quimica,equilibrio_quimico,Reserva 3,Ejercicio 3 Opción A,principio de LeChatelier
2006,quimica,equilibrio_quimico,Reserva 3,Ejercicio 5 Opción B,grado de disociación (dato)
2006,quimica,equilibrio_quimico,Reserva 4,Ejercicio 3 Opción A,principio de LeChatelier
2006,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,presiones parciales
2006,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2005,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción B,ecuación de 2do grado
2005,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2005,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,grado de disociación (pregunta)
2005,quimica,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2005,quimica,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,equilibrio heterogéneo (cálculos)
2005,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción B,tabla en función de alfa
2005,quimica,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2005,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,grado de disociación (dato)
2004,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2004,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,verdadero o falso
2004,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2004,quimica,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2004,quimica,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2004,quimica,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2004,quimica,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2004,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,grado de disociación (pregunta)
2003,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción A,grado de disociación (pregunta)
2003,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,
2003,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,presiones parciales
2003,quimica,equilibrio_quimico,Reserva 2,Ejercicio 6 Opcion A,cálculo de las constantes Kc y Kp
2003,quimica,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,grado de disociación (pregunta)
2003,quimica,equilibrio_quimico,Reserva 4,Ejercicio 3 Opcion A,principio de LeChatelier
2003,quimica,equilibrio_quimico,Reserva 4,Ejercicio 5 Opción B,grado de disociación (pregunta)
2003,quimica,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,principio de LeChatelier
2003,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2002,quimica,equilibrio_quimico,Junio,Ejercicio 3 Opcióon A,verdadero o falso
2002,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción B,grado de disociación (dato)
2002,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opcion A,principio de LeChatelier
2002,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,ecuación de 2do grado
2002,quimica,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2002,quimica,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2002,quimica,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2002,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opcion A,grado de disociación (pregunta)
2002,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción A,presiones parciales
2001,quimica,equilibrio_quimico,Junio,Ejercicio 4 Opción A,principio de LeChatelier
2001,quimica,equilibrio_quimico,Junio,Ejercicio 6 Opción B,cálculo de las constantes Kc y Kp
2001,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción A,principio de LeChatelier
2001,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción B,grado de disociación (pregunta)
2001,quimica,equilibrio_quimico,Reserva 2,Ejercicio 3 Opción A,verdadero o falso
2001,quimica,equilibrio_quimico,Reserva 2,Ejercicio 5 Opción B,cálculo de las constantes Kc y Kp
2001,quimica,equilibrio_quimico,Reserva 3,Ejercicio 6 Opcion A,grado de disociación (dato)
2001,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción A,grado de disociación (pregunta)
2001,quimica,equilibrio_quimico,Reserva 4,Ejercicio 4 Opción B,principio de LeChatelier
2001,quimica,equilibrio_quimico,Septiembre,Ejercicio 3 Opción A,verdadero o falso
2001,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opción B,ecuación de 2do grado
2000,quimica,equilibrio_quimico,Junio,Ejercicio 3 Opción B,principio de LeChatelier
2000,quimica,equilibrio_quimico,Reserva 1,Ejercicio 5 Opción A,presiones parciales
2000,quimica,equilibrio_quimico,Reserva 1,Ejercicio 3 Opción B,principio de LeChatelier
2000,quimica,equilibrio_quimico,Reserva 2,Ejercicio 6 Opción B,equilibrio heterogéneo (cálculos)
2000,quimica,equilibrio_quimico,Reserva 3,Ejercicio 6 Opción A,grado de disociación (dato)
2000,quimica,equilibrio_quimico,Reserva 4,Ejercicio 6 Opción A,presiones parciales
2000,quimica,equilibrio_quimico,Septiembre,Ejercicio 6 Opcion A,ecuación de 2do grado
2008,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2008,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2008,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2007,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2007,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2006,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2006,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2005,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2005,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2004,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2004,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2003,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2003,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2002,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2002,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2001,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2001,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Junio,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Junio,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 1,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 1,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 2,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 2,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 3,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 3,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Reserva 4,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Reserva 4,Ejercicio 1 Opción B,inorgánica y orgánica
2000,quimica,formulacion,Septiembre,Ejercicio 1 Opción A,inorgánica y orgánica
2000,quimica,formulacion,Septiembre,Ejercicio 1 Opción B,inorgánica y orgánica
2025,quimica,reactividad_organica,Julio,Ejercicio 4B,isomería
2025,quimica,reactividad_organica,Junio,Ejercicio 4B,reacciones orgánicas
2025,quimica,reactividad_organica,Reserva 1,Ejercicio 4B,reacciones orgánicas
2025,quimica,reactividad_organica,Reserva 2,Ejercicio 4B,isomería
2024,quimica,reactividad_organica,Julio,Ejercicio B6,reacciones orgánicas
2024,quimica,reactividad_organica,Junio,B6,isomería
2024,quimica,reactividad_organica,Reserva 1,Ejercicio B4,reacciones orgánicas
2024,quimica,reactividad_organica,Reserva 2,Ejercicio B6,reacciones orgánicas
2024,quimica,reactividad_organica,Reserva 3,Ejercicio B4,isomería
2024,quimica,reactividad_organica,Reserva 4,Ejercicio B6,isomería
2023,quimica,reactividad_organica,Julio,Ejercicio B6,reacciones orgánicas
2023,quimica,reactividad_organica,Junio,B6,isomería
2023,quimica,reactividad_organica,Reserva 1,Ejercicio B4,hidrocarburos
2023,quimica,reactividad_organica,Reserva 2,Ejercicio B4,reacciones orgánicas
2023,quimica,reactividad_organica,Reserva 3,Ejercicio B6,reacciones orgánicas
2023,quimica,reactividad_organica,Reserva 4,Ejercicio B6,isomería
2022,quimica,reactividad_organica,Julio,Ejercicio B6,isomería
2022,quimica,reactividad_organica,Junio,B4,isomería
2022,quimica,reactividad_organica,Reserva 1,Ejercicio B6,isomería
2022,quimica,reactividad_organica,Reserva 2,Ejercicio B6,reacciones orgánicas
2022,quimica,reactividad_organica,Reserva 3,Ejercicio B6,reacciones orgánicas
2022,quimica,reactividad_organica,Reserva 4,Ejercicio B4,isomería
2021,quimica,reactividad_organica,Julio,Ejercicio B6,reacciones orgánicas
2021,quimica,reactividad_organica,Junio,Ejercicio B6,isomería
2021,quimica,reactividad_organica,Reserva 1,Ejercicio B4,reacciones orgánicas
2021,quimica,reactividad_organica,Reserva 2,Ejercicio B6,isomería
2021,quimica,reactividad_organica,Reserva 3,Ejercicio B6,reacciones orgánicas
2021,quimica,reactividad_organica,Reserva 4,Ejercicio B4,reacciones orgánicas
2020,quimica,reactividad_organica,Junio,B6,isomería
2020,quimica,reactividad_organica,Reserva 1,Ejercicio B6,reacciones orgánicas
2020,quimica,reactividad_organica,Reserva 2,Ejercicio B6,isomería
2020,quimica,reactividad_organica,Reserva 3,Ejercicio B6,isomería
2020,quimica,reactividad_organica,Reserva 4,Ejercicio B4,isomería
2020,quimica,reactividad_organica,Septiembre,B4,isomería
2019,quimica,reactividad_organica,Junio,Ejercicio 4 Opción A,reacciones orgánicas
2019,quimica,reactividad_organica,Junio,Ejercicio 4 Opción B,isomería
2019,quimica,reactividad_organica,Reserva 1,Ejercicio 4 Opción A,isomería
2019,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción A,isomería
2019,quimica,reactividad_organica,Reserva 2,Ejercicio 4 Opción B,reacciones orgánicas
2019,quimica,reactividad_organica,Reserva 3,Ejercicio 4 Opción B,isomería
2019,quimica,reactividad_organica,Reserva 4,Ejercicio 4 Opción A,hidrocarburos
2019,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opcion A,reacciones orgánicas
2019,quimica,reactividad_organica,Septiembre,Ejercicio 4 Opción B,isomería
