topic|year|exam|exercise|statement
formulacion|2014|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Nitrito de cinc; b) Sulfuro de amonio;
c) Etanoato de propilo; d) HCIO ; e) Pd(OH), ; f£) CH ¿NHCH ,."
formulacion|2014|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de cobre(1); b) Ácido nitroso;
c) 3-Hidroxibutanal; d) MgH, ; €) Li ,AsO ,; f) (CH,CH,) ,N"
formulacion|2014|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de cobalto(IIT); b) Hidrogenosulfato de
hierro(II); c) Propanamida; d) Hg(BrO,),; e) HIO,; f£) (CH;), CHCOCH ;"
formulacion|2015|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(II); b) Dicromato de
potasio; c) 1,2-Diclorobenceno; d) K ,0,; e) H;AsO,; f£) CH,CHNH,COOH"
formulacion|2015|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de manganeso(VIL); b) Ácido clórico;
c) Butan-2-amina; d) CaH ,; e) NaHSO ;; £) HCHO"
formulacion|2015|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de vanadio(V); b) Nitrato de calcio;
c) Ácido pentanoico; d) AICI ,; e) H ,TeO ¿; f£) CH,OCH,CH;."
formulacion|2015|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Carbonato de cobre(II); b) Hidróxido de
aluminio; c) 2-Yodopropano; d) HCIO ; e) MgS ; f£) CH ,CH ,COOCH ;."
formulacion|2015|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dióxido de titanio; b) Sulfato de amonio;
c) Acido 2-bromobutanoico; d) NaCIO , ; €e) KMn0 ;; f£) CH ,CH ,CH ,CHO."
formulacion|2015|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidrogenocarbonato de níquel(II); b) Ácido
nitroso; c) 1,3,5-Trimetilbenceno; d) Cd(OH),; e) Al ,S ;; f) CH ,CICOOH."
formulacion|2015|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Seleniuro de plata; b) Nitrito de cobre(II);
c) 3-Metilpentan-2-ona; d) Sb ,0 ;; e) NaCIlO; f) (CH;), CHCH,COOH."
formulacion|2015|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de paladio(IV); b) Hidróxido de
estaño(IV); c) Etino; d) Fe(HSO ,), ; e) MgBr, ; f) CHCI;."
formulacion|2015|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Bromato de berilio; b) Sulfuro de amonio;
c) 4-Bromo-5-etiloctano; d) BaO ,; e) Pb(NO ,) ,; £) CH, =CH,."
formulacion|2015|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cloruro de calcio; b) Óxido de níquel(IT);
c) 2,3,4-Trimetilpentano; d) H ,SO ,; €e) Ag ,CrO ,; f) CH ,CHO"
formulacion|2015|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de bario; b) Sulfuro de galio(III);
c) Butan-2-o1; d) WO,; e) H,SeO ;; f) CH;CHICH,"
formulacion|2015|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Arseniato de cobalto(II); b) Hidróxido de
magnesio; c) Tetracloruro de carbono; d) NaH; e) Hg(C10,),; £) CH ,CONH,"
formulacion|2015|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de hierro(II); b) Dicromato de
potasio; c) 1,2-Diclorobenceno; d) K ,0,; e) H;AsO,; f£) CH,CHNH,COOH"
formulacion|2015|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de manganeso(VIL); b) Ácido clórico;
c) Butan-2-amina; d) CaH ,; e) NaHSO ;; £) HCHO"
formulacion|2015|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de vanadio(V); b) Nitrato de calcio;
c) Ácido pentanoico; d) AICI ,; e) H ,TeO ¿; f£) CH,OCH,CH;."
formulacion|2015|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Carbonato de cobre(II); b) Hidróxido de
aluminio; c) 2-Yodopropano; d) HCIO ; e) MgS ; f£) CH ,CH ,COOCH ;."
formulacion|2015|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dióxido de titanio; b) Sulfato de amonio;
c) Acido 2-bromobutanoico; d) NaCIO , ; €e) KMn0 ;; f£) CH ,CH ,CH ,CHO."
formulacion|2015|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidrogenocarbonato de níquel(II); b) Ácido
nitroso; c) 1,3,5-Trimetilbenceno; d) Cd(OH),; e) Al ,S ;; f) CH ,CICOOH."
formulacion|2015|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Seleniuro de plata; b) Nitrito de cobre(II);
c) 3-Metilpentan-2-ona; d) Sb ,0 ;; e) NaCIlO; f) (CH;), CHCH,COOH."
formulacion|2015|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cromato de paladio(IV); b) Hidróxido de
estaño(IV); c) Etino; d) Fe(HSO ,), ; e) MgBr, ; f) CHCI;."
formulacion|2015|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Bromato de berilio; b) Sulfuro de amonio;
c) 4-Bromo-5-etiloctano; d) BaO ,; e) Pb(NO ,) ,; £) CH, =CH,."
formulacion|2015|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Cloruro de calcio; b) Óxido de níquel(IT);
c) 2,3,4-Trimetilpentano; d) H ,SO ,; €e) Ag ,CrO ,; f) CH ,CHO"
formulacion|2015|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de bario; b) Sulfuro de galio(III);
c) Butan-2-o1; d) WO,; e) H,SeO ;; f) CH;CHICH,"
formulacion|2015|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Arseniato de cobalto(II); b) Hidróxido de
magnesio; c) Tetracloruro de carbono; d) NaH; e) Hg(C10,),; £) CH ,CONH,"
formulacion|2016|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de niquel(III); b) Ácido peryódico;
c) Nitrobenceno; d) CrO ;; e) ZnH, ; f£) CH,CHOHCHO"
formulacion|2016|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitruro de aluminio; b) Hidrogenocromato de
cobre(II); c) 3-metilbut-1-ino; d) Sb ,O ;; e) Au,S ; f) CH ,BrCH ,Br"
formulacion|2016|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de vanadio(V); b) Ácido nitroso;
c) Metilpropeno; d) SF ;; e) CaCr,0 ;; f) CH ;,OCH ,CH ,CH;."
formulacion|2016|Reserva 1|Ejercicio 1 Opción B|"Formule 0 nombre los siguientes compuestos: a) Hidróxido de berilio; b) Permanganato de
bario; c) Propanoato de metilo; d) PtO ,; e) H ;AsO ;; f) (CH;),CHCH ,CHO."
formulacion|2016|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Carbonato de rubidio; b) Sulfuro de cobre(IT);
c) Penta-1,3-dieno; d) Sb ,O ;; e) NaH ,PO ,; f) CH, =CBrCH,CH;."
formulacion|2016|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Óxido de plomo(IV); b) Ácido sulfuroso;
c) Etanoato de propilo; d) MnBr ; e) Bi(OH) ;; f£) CH=C-C=CH."
formulacion|2016|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Fluoruro de cadmio; b) Ácido selenioso;
c) Etanamida; d) AIH ;; €e) SnCrO ,; f) CH, =CHCH,OH."
formulacion|2016|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Disulfuro de carbono; b) Hidróxido de
oro(II); c) 3-Clorofenol; d) Sr(CIO) ,; e) BeH ,; f) CH ,Br,."
formulacion|2016|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de platino(ID); b) Sulfito de cadmio;
c) Ciclopenteno; d) (NH,),S; e) Cr(OH); ; £) CH,C(CH,),CH,CH;"
formulacion|2016|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de estaño(IV); b) Ácido carbónico;
c) Acido 3-cloropropanoico; d) SrL, ; e) CoPO,; f) (CH;), CHCONH,"
formulacion|2016|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Hidróxido de niquel(III); b) Ácido peryódico;
c) Nitrobenceno; d) CrO ;; e) ZnH, ; f£) CH,CHOHCHO"
formulacion|2016|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Nitruro de aluminio; b) Hidrogenocromato de
cobre(II); c) 3-metilbut-1-ino; d) Sb ,O ;; e) Au,S ; f) CH ,BrCH ,Br"
formulacion|2016|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de vanadio(V); b) Ácido nitroso;
c) Metilpropeno; d) SF ;; e) CaCr,0 ;; f) CH ;,OCH ,CH ,CH;."
formulacion|2016|Reserva 1|Ejercicio 1 Opción B|"Formule 0 nombre los siguientes compuestos: a) Hidróxido de berilio; b) Permanganato de
bario; c) Propanoato de metilo; d) PtO ,; e) H ;AsO ;; f) (CH;),CHCH ,CHO."
formulacion|2016|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Carbonato de rubidio; b) Sulfuro de cobre(IT);
c) Penta-1,3-dieno; d) Sb ,O ;; e) NaH ,PO ,; f) CH, =CBrCH,CH;."
formulacion|2016|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Óxido de plomo(IV); b) Ácido sulfuroso;
c) Etanoato de propilo; d) MnBr ; e) Bi(OH) ;; f£) CH=C-C=CH."
formulacion|2016|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Fluoruro de cadmio; b) Ácido selenioso;
c) Etanamida; d) AIH ;; €e) SnCrO ,; f) CH, =CHCH,OH."
formulacion|2016|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Disulfuro de carbono; b) Hidróxido de
oro(II); c) 3-Clorofenol; d) Sr(CIO) ,; e) BeH ,; f) CH ,Br,."
formulacion|2016|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de platino(ID); b) Sulfito de cadmio;
c) Ciclopenteno; d) (NH,),S; e) Cr(OH); ; £) CH,C(CH,),CH,CH;"
formulacion|2016|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Hidruro de estaño(IV); b) Ácido carbónico;
c) Acido 3-cloropropanoico; d) SrL, ; e) CoPO,; f) (CH;), CHCONH,"
formulacion|2017|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de sodio; b) Cromato de plata;
c) Etanamida; d) Znl ,; e) H,SO,; f) CHCI;"
formulacion|2017|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de zinc; b) Ácido hipobromoso;
c) Etil metil éter; d) K ,S ; e) Mg(NO ;),; £) CH ,CH(CH,)COOH"
formulacion|2017|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos a) Cloruro de aluminio; b) Hidróxido de
cobalto(I); c) Propanoato de metilo; d) PbO, ; e) K ;AsO;; f) HCHO."
formulacion|2017|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Trióxido de selenio; b) Fosfato de cobre(I1);
c) Etilbenceno; d) Au,S ; e) Mg(OH), ; f£) CH,CH(NH ,)COOH."
formulacion|2017|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dihidruro de plomo; b) Ácido cloroso;
c) Pentano-2,4-diona; d) Ag,0 ; e) K ,Cr,0,; f) CH,OHCH,OH."
formulacion|2017|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Dióxido de paladio; b) Hidrogenosulfato de
sodio; c) 1,2-Dicloropropano; d) Na ¿P ; €e) Ni(OH),; f) CH, = CHCH ,CH ,CH ,OH."
formulacion|2017|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de litio; b) Yodato de hierro(III);
c) Dimetilamina; d) PH ;; e) HBrO ; f) CH,CHOHCH,."
formulacion|2017|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Fluoruro de rubidio; b) Sulfato de níquel(I1);
c) Metilciclopentano; d) Sb,O ;; e) KNO,; f) CH, = CHBr."
formulacion|2017|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de mercurio(1); b) Permanganato de
bario; c) Propanal; d) HBr ; e) Ca(CIO,) ,; £) CH,CH ,CONH,."
formulacion|2017|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Sulfuro de bario; b) Nitrato de potasio;
c) Butanona; d) Mn,0 ;; e) CulO;; f) CH,CH(CH ,CH=CH,."
formulacion|2017|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dihidruro de cobalto; b) Hipoyodito de
mercurio(II); c) Acido butanodiocico; d) SrO ,; e) H;AsO ;; f) CH,CH,CH,NH,"
formulacion|2017|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cloruro de amonio; b) Ácido fosfórico;
c) But-2-ino; d) Ca0,; e) Cu(NO ,), ; f£) CH,COOCH,"
formulacion|2017|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de sodio; b) Cromato de plata;
c) Etanamida; d) Znl ,; e) H,SO,; f) CHCI;"
formulacion|2017|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de zinc; b) Ácido hipobromoso;
c) Etil metil éter; d) K ,S ; e) Mg(NO ;),; £) CH ,CH(CH,)COOH"
formulacion|2017|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos a) Cloruro de aluminio; b) Hidróxido de
cobalto(I); c) Propanoato de metilo; d) PbO, ; e) K ;AsO;; f) HCHO."
formulacion|2017|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Trióxido de selenio; b) Fosfato de cobre(I1);
c) Etilbenceno; d) Au,S ; e) Mg(OH), ; f£) CH,CH(NH ,)COOH."
formulacion|2017|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dihidruro de plomo; b) Ácido cloroso;
c) Pentano-2,4-diona; d) Ag,0 ; e) K ,Cr,0,; f) CH,OHCH,OH."
formulacion|2017|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Dióxido de paladio; b) Hidrogenosulfato de
sodio; c) 1,2-Dicloropropano; d) Na ¿P ; €e) Ni(OH),; f) CH, = CHCH ,CH ,CH ,OH."
formulacion|2017|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de litio; b) Yodato de hierro(III);
c) Dimetilamina; d) PH ;; e) HBrO ; f) CH,CHOHCH,."
formulacion|2017|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Fluoruro de rubidio; b) Sulfato de níquel(I1);
c) Metilciclopentano; d) Sb,O ;; e) KNO,; f) CH, = CHBr."
formulacion|2017|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de mercurio(1); b) Permanganato de
bario; c) Propanal; d) HBr ; e) Ca(CIO,) ,; £) CH,CH ,CONH,."
formulacion|2017|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Sulfuro de bario; b) Nitrato de potasio;
c) Butanona; d) Mn,0 ;; e) CulO;; f) CH,CH(CH ,CH=CH,."
formulacion|2017|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Dihidruro de cobalto; b) Hipoyodito de
mercurio(II); c) Acido butanodiocico; d) SrO ,; e) H;AsO ;; f) CH,CH,CH,NH,"
formulacion|2017|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Cloruro de amonio; b) Ácido fosfórico;
c) But-2-ino; d) Ca0,; e) Cu(NO ,), ; f£) CH,COOCH,"
formulacion|2018|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de calcio; b) Sulfato de zinc;
c) Butanamida; d) Ag ,S ; €e) HBrO,; f) CH ,CHBrCHBrCH,"
formulacion|2018|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de aluminio; b) Ácido nitroso;
c) Dietil éter; d) MgF,; e) Cu(NO ;), ; £) CH¿CH ,CH(CH,)CH ,COOH"
formulacion|2018|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dihidruro de estroncio; b) Ácido hipocloroso;
c) Etil propil éter; d) MgO, ; €e) Li,SO ;; f£) CH ,NHCH,CH,"
formulacion|2018|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidróxido de zinc; b) Sulfito de calcio;
c) p-Metilfenol; d) CH,; e) KHCO; ; f) CH,CICH ,CH(CH ;)CH ;"
formulacion|2018|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidruro de boro; b) Hipoclorito de estaño(IV);
€) Acido metilpropanoico; d) KBr ; e) HIO ;; f£) CH ,CH,NHCH,CH,CH,"
formulacion|2018|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Tetracloruro de carbono; b) Ácido fosfórico;
c) Pent-3-en-2-ona; d) H,Se ; e) NH,NO,; f) CH,CH(CH ,)CH ,OH"
formulacion|2018|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Fluoruro de bario; b) Hidróxido de cobre(II);
c) Etanoato de propilo; d) SnO, ; e) PboCO; 4; f£) CH ,CHBrCHO"
formulacion|2018|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Trióxido de dicobalto; b) Sulfito de sodio;
c) 1,2-Dimetilbenceno; d) Hgl ,; e) Pb(OH),4; f) CH,CHOHCOOH"
formulacion|2018|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Pentacloruro de fósforo; b) Yodato de litio;
c) Propanamida; d) K ,0,; e) HBrO; f) CH,COCH ,0H"
formulacion|2018|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Sulfuro de cadmio; b) Ácido carbónico;
c) Propanoato de etilo; d) BaO ,; e) Ca(NO,),; f) CH, =CHCH=CH,"
formulacion|2018|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de hierro(IIT); b) Hipoclorito de sodio;
c) Pentanal; d) H,S ; e) Ca(NO,),; £) CH,CONH,"
formulacion|2018|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Yoduro de cobre(1); b) Fosfato de magnesio;
c) Hexano-2,4-diona; d) Ni ,O ;; e) AgBrO ,; f) CH,CH= C(CH,)CH,"
formulacion|2018|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Peróxido de calcio; b) Sulfato de zinc;
c) Butanamida; d) Ag ,S ; €e) HBrO,; f) CH ,CHBrCHBrCH,"
formulacion|2018|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Óxido de aluminio; b) Ácido nitroso;
c) Dietil éter; d) MgF,; e) Cu(NO ;), ; £) CH¿CH ,CH(CH,)CH ,COOH"
formulacion|2018|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Dihidruro de estroncio; b) Ácido hipocloroso;
c) Etil propil éter; d) MgO, ; €e) Li,SO ;; f£) CH ,NHCH,CH,"
formulacion|2018|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidróxido de zinc; b) Sulfito de calcio;
c) p-Metilfenol; d) CH,; e) KHCO; ; f) CH,CICH ,CH(CH ;)CH ;"
formulacion|2018|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidruro de boro; b) Hipoclorito de estaño(IV);
€) Acido metilpropanoico; d) KBr ; e) HIO ;; f£) CH ,CH,NHCH,CH,CH,"
formulacion|2018|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Tetracloruro de carbono; b) Ácido fosfórico;
c) Pent-3-en-2-ona; d) H,Se ; e) NH,NO,; f) CH,CH(CH ,)CH ,OH"
formulacion|2018|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Fluoruro de bario; b) Hidróxido de cobre(II);
c) Etanoato de propilo; d) SnO, ; e) PboCO; 4; f£) CH ,CHBrCHO"
formulacion|2018|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Trióxido de dicobalto; b) Sulfito de sodio;
c) 1,2-Dimetilbenceno; d) Hgl ,; e) Pb(OH),4; f) CH,CHOHCOOH"
formulacion|2018|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Pentacloruro de fósforo; b) Yodato de litio;
c) Propanamida; d) K ,0,; e) HBrO; f) CH,COCH ,0H"
formulacion|2018|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Sulfuro de cadmio; b) Ácido carbónico;
c) Propanoato de etilo; d) BaO ,; e) Ca(NO,),; f) CH, =CHCH=CH,"
formulacion|2018|Septiembre|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de hierro(IIT); b) Hipoclorito de sodio;
c) Pentanal; d) H,S ; e) Ca(NO,),; £) CH,CONH,"
formulacion|2018|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Yoduro de cobre(1); b) Fosfato de magnesio;
c) Hexano-2,4-diona; d) Ni ,O ;; e) AgBrO ,; f) CH,CH= C(CH,)CH,"
formulacion|2019|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de vanadio(V); b) Hidruro de magnesio;
c) N-Metiletanamina; d) Sr(OH) ,; e) Sn(1O;), ; f£) CH ,CHBrcoOH"
formulacion|2019|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de estroncio; b) Bromuro de
hidrógeno; c) 4-Metilpentan-2-ona; d) Mn,0,; e) H;AsO,; f) CH,COOCH;"
formulacion|2019|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Cloruro de amonio; b) Ácido nitroso;
c) Etanoato de propilo; d) Ca0, ; €e) Hg(BrO,),; f£) CH,CHFCH,CH,."
formulacion|2019|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidruro de berilio; b) Hidróxido de
hierro(III); c) Fenilamina; d) TeO ,; e) H ,SO,; f) CH ,CH(CH,)COOH."
formulacion|2019|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de sodio; b) Sulfuro de cinc;
c) p-Metilfenol; d) H,SeO ;; e) KMn0O,; f) (CH;), CHCOCH, ."
formulacion|2019|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidróxido de cobre(I); b) Ácido sulfúrico;
c) Etanamida; d) CrO,; e) BeH,; f£) CH,CH,COOCH,CH;."
formulacion|2019|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de níquel(IID); b) Hipoclorito de
sodio; c) 2,2,4-Trimetilpentano; d) Au ,S ; €) HNO,; f£) CH,0HCHOHCH,OH."
formulacion|2019|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Óxido de manganeso(VIN; b) Ácido
peryódico; c) 1,1,2-Trimetilciclopentano; d) VH ;; e) CaCO;; f) CH,CH,CONH,."
formulacion|2019|Reserva 4|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Óxido de cobalto(IIT); b) Nitrato de hierro(II);
c) Penta-1,3-dieno; d) Ni(OH), ; e) H ,MnO,; f£) CH ,0OHCH,OH."
formulacion|2019|Reserva 4|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Sulfuro de cobre(I1); b) Ácido carbónico;
c) 1,3,5-Trimetilbenceno; d) BaO,; e) Ag,CrO ; f) CH,OCH,CH,."
formulacion|2019|Septiembre|Ejercicio 1 Opción A|"Formule 0 nombre los compuestos siguientes: a) Hidruro de plomo(IV); b) Bromato de
aluminio; c) Acido benzoico; d) Au,0;; e) Bi(OH), ; £) (CH ;);N"
formulacion|2019|Septiembre|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de bario; b) Fluoruro de amonio;
c) Propanodial; d) ZnH,; e) H,TeO,; £) CH,CH(CH,)CONH,"
formulacion|2019|Junio|Ejercicio 1 Opción A|"Formule o nombre los compuestos siguientes: a) Óxido de vanadio(V); b) Hidruro de magnesio;
c) N-Metiletanamina; d) Sr(OH) ,; e) Sn(1O;), ; f£) CH ,CHBrcoOH"
formulacion|2019|Junio|Ejercicio 1 Opción B|"Formule o nombre los compuestos siguientes: a) Peróxido de estroncio; b) Bromuro de
hidrógeno; c) 4-Metilpentan-2-ona; d) Mn,0,; e) H;AsO,; f) CH,COOCH;"
formulacion|2019|Reserva 1|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Cloruro de amonio; b) Ácido nitroso;
c) Etanoato de propilo; d) Ca0, ; €e) Hg(BrO,),; f£) CH,CHFCH,CH,."
formulacion|2019|Reserva 1|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidruro de berilio; b) Hidróxido de
hierro(III); c) Fenilamina; d) TeO ,; e) H ,SO,; f) CH ,CH(CH,)COOH."
formulacion|2019|Reserva 2|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Peróxido de sodio; b) Sulfuro de cinc;
c) p-Metilfenol; d) H,SeO ;; e) KMn0O,; f) (CH;), CHCOCH, ."
formulacion|2019|Reserva 2|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Hidróxido de cobre(I); b) Ácido sulfúrico;
c) Etanamida; d) CrO,; e) BeH,; f£) CH,CH,COOCH,CH;."
formulacion|2019|Reserva 3|Ejercicio 1 Opción A|"Formule o nombre los siguientes compuestos: a) Hidróxido de níquel(IID); b) Hipoclorito de
sodio; c) 2,2,4-Trimetilpentano; d) Au ,S ; €) HNO,; f£) CH,0HCHOHCH,OH."
formulacion|2019|Reserva 3|Ejercicio 1 Opción B|"Formule o nombre los siguientes compuestos: a) Óxido de manganeso(VIN; b) Ácido
peryódico; c) 1,1,2-Trimetilciclopentano; d) VH ;; e) CaCO;; f) CH,CH,CONH,."
